system:index,SiteID,max,med,min,.geo
0,CHNEPCHP-100_040406,99,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.2308,26.80072]}"
1,CHNEPCHP-100_040704,99,99.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.2256,26.8018]}"
2,CHNEPCHP-100_040803,99,98.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.22477,26.8055]}"
3,CHNEPCHP-100_050107,99,98.99999999999999,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.22984,26.80357]}"
4,CHNEPCHP-100_060602,99,98.0,26,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.21845,26.8039]}"
5,CHNEPCHP-100_061101,99,98.0,89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.21851,26.80365]}"
6,CHNEPCHP-100_061203,99,99.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.22352,26.80123]}"
7,CHNEPCHP-100_071106,99,99.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.23538,26.80472]}"
8,CHNEPCHP-100_080707,99,99.0,91,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.22587,26.80162]}"
9,CHNEPCHP-100_090403,99,97.99999999999997,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.2217,26.80453]}"
10,CHNEPCHP-100_100206,99,97.99999999999997,89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.2185,26.8035]}"
11,CHNEPCHP-100_110801,99,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.23288,26.80088]}"
12,CHNEPCHP-103_012902,99,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.17979,26.80258]}"
13,CHNEPCHP-103_020404,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1715,26.8162]}"
14,CHNEPCHP-103_020708,99,97.99999999999999,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1709,26.81435]}"
15,CHNEPCHP-103_021407,99,98.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.16805,26.8138]}"
16,CHNEPCHP-103_030304,99,98.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1734,26.80285]}"
17,CHNEPCHP-103_030607,99,98.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.27405,26.8109]}"
18,CHNEPCHP-103_040208,99,99.0,82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.17755,26.80422]}"
19,CHNEPCHP-103_040704,99,98.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1697,26.81627]}"
20,CHNEPCHP-103_042502,99,97.99999999999997,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.17593,26.81338]}"
21,CHNEPCHP-103_051308,99,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.17475,26.80228]}"
22,CHNEPCHP-103_052101,99,98.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.17295,26.80255]}"
23,CHNEPCHP-103_080205,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1747,26.81055]}"
24,CHNEPCHP-103_081308,99,98.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.17057,26.80132]}"
25,CHNEPCHP-103_090104,99,98.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1732,26.80425]}"
26,CHNEPCHP-103_101005,99,98.00000000000001,33,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.178,26.80898]}"
27,CHNEPCHP-103_120505,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.1718,26.8163]}"
