system:index,SiteID,max,med,min,.geo
0,lagos-20112,80,71.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.64843,45.827296]}"
1,lagos-20113,42,19.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.640413,46.075498]}"
2,lagos-20114,85,79.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.004647,46.087178]}"
3,lagos-20115,60,23.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.606466,45.652138]}"
4,lagos-20116,73,26.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.508139,46.161082]}"
5,lagos-20117,80,68.5,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.724763,46.155327]}"
6,lagos-20118,90,82.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.911313,46.118641]}"
7,lagos-20119,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.682216,46.178078]}"
8,lagos-20120,85,61.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.207796,46.092653]}"
9,lagos-20121,46,37.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.90878,45.57427]}"
10,lagos-20122,75,52.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.053097,45.060892]}"
11,lagos-20123,35,22.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.036737,44.517763]}"
12,lagos-20124,67,48.5,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.664686,45.742388]}"
13,lagos-20125,23,17.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.532295,45.368849]}"
14,lagos-20126,48,34.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.949201,45.390972]}"
15,lagos-20127,70,44.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.481415,45.323871]}"
16,lagos-20128,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.62196,45.079004]}"
17,lagos-20129,81,65.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.841316,45.614078]}"
18,lagos-20130,41,24.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.365256,45.260577]}"
19,lagos-20131,52,17.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.174544,42.101189]}"
20,lagos-20132,23,15.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.243429,42.159429]}"
21,lagos-20133,46,21.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.133659,42.924788]}"
22,lagos-20134,96,83.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.181678,42.059138]}"
23,lagos-20135,52,25.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.165371,42.928797]}"
24,lagos-20136,22,11.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.143444,43.584261]}"
25,lagos-20137,87,72.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.462298,45.903029]}"
26,lagos-20138,79,51.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.479326,45.912677]}"
27,lagos-20139,77,25.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.731492,45.458761]}"
28,lagos-20140,41,39.0,37,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.43244,44.78586]}"
29,lagos-20141,84,57.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.670417,45.843003]}"
30,lagos-20142,52,21.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.495695,45.364203]}"
31,lagos-20143,60,31.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.380209,44.758026]}"
32,lagos-20144,36,22.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.185123,44.214876]}"
33,lagos-20145,9,4.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.340259,43.195017]}"
34,lagos-20146,45,17.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.088261,44.824199]}"
35,lagos-20147,6,4.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.313623,46.071538]}"
36,lagos-20148,73,40.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.355826,43.953468]}"
37,lagos-20149,57,20.0,11,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.196393,43.631897]}"
38,lagos-20150,34,4.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.018177,44.341836]}"
39,lagos-20151,61,49.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.07036,43.358613]}"
40,lagos-20152,58,12.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.621983,45.294398]}"
41,lagos-20153,31,10.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.220269,44.734598]}"
42,lagos-20154,95,61.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.874632,44.33671]}"
43,lagos-20155,14,12.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.588523,42.618124]}"
44,lagos-20156,51,23.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.796634,41.742454]}"
