system:index,SiteID,max,med,min,.geo
0,21FLKWAT-FLA-BIRCHWOOD-2,12,10.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2388888,29.5794444]}"
1,21FLKWAT-FLA-BIRCHWOOD-3,12,10.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2388888,29.5794444]}"
2,21FLKWAT-FLA-BIRDOFP-1,92,90.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2466666,29.5919444]}"
3,21FLKWAT-FLA-BIRDOFP-2,92,90.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2466666,29.5919444]}"
4,21FLKWAT-FLA-BIRDOFP-3,92,90.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2466666,29.5919444]}"
5,21FLKWAT-FLA-BIRDWAY-1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2491666,29.5875]}"
6,21FLKWAT-FLA-BIRDWAY-2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2491666,29.5875]}"
7,21FLKWAT-FLA-BIRDWAY-3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2491666,29.5875]}"
8,21FLKWAT-FLA-BRANDON-1,87,85.0,23,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2328333,29.4408333]}"
9,21FLKWAT-FLA-BRANDON-2,87,73.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2323166,29.44595]}"
10,21FLKWAT-FLA-BRANDON-3,87,73.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2318166,29.4461833]}"
11,21FLKWAT-FLA-DISSTON-1,97,94.99999999999997,94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.3919444,29.2838888]}"
12,21FLKWAT-FLA-DISSTON-2,97,94.99999999999997,94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.3919444,29.2838888]}"
13,21FLKWAT-FLA-DISSTON-3,97,94.99999999999997,94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.3919444,29.2838888]}"
14,21FLKWAT-FLA-FLG1-258,98,94.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2183333,29.6543]}"
15,21FLKWAT-FLA-FLG1-276,98,95.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2181166,29.6546]}"
16,21FLKWAT-FLA-FLG1-277,98,94.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2191666,29.6546166]}"
17,21FLKWAT-FLA-FLG2-828,97,94.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2108333,29.6304666]}"
18,21FLKWAT-FLA-FLG2-840,97,93.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2112333,29.6306666]}"
19,21FLKWAT-FLA-FLG2-843,97,93.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2114333,29.6307166]}"
20,21FLKWAT-FLA-FLG3-515,95,84.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2026833,29.6085833]}"
21,21FLKWAT-FLA-FLG3-518,95,84.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2027666,29.6086333]}"
22,21FLKWAT-FLA-FLG3-529,95,84.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.20275,29.6088166]}"
23,21FLKWAT-FLA-FLG4-329,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2006333,29.6554833]}"
24,21FLKWAT-FLA-FLG5-284,98,96.0,8,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.21635,29.6380666]}"
25,21FLKWAT-FLA-FLG6-502,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1812333,29.6083666]}"
26,21FLKWAT-FLA-FLG7-074,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1570166,29.5512333]}"
27,21FLKWAT-FLA-FLG7-076,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1581833,29.5512666]}"
28,21FLKWAT-FLA-FLG8-879,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1467666,29.5313166]}"
29,21FLKWAT-FLA-FLG8-918,99,98.0,96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.14485,29.5319666]}"
30,21FLKWAT-FLA-FLG9-438,98,97.0,96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1345666,29.5073]}"
31,21FLKWAT-FLA-FLG9-544,99,98.0,96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1366833,29.5090666]}"
32,21FLKWAT-FLA-GORE-1,93,90.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2186111,29.4611111]}"
33,21FLKWAT-FLA-GORE-2,93,90.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2186111,29.4611111]}"
34,21FLKWAT-FLA-GORE-3,93,90.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2186111,29.4611111]}"
35,21FLKWAT-FLA-LAKESIDE-1,83,38.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2080833,29.6523333]}"
36,21FLKWAT-FLA-LAKESIDE-2,83,12.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2085,29.65075]}"
37,21FLKWAT-FLA-LAKESIDE-3,92,79.0,23,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2054444,29.6484444]}"
38,21FLKWAT-FLA-MEDFORD-1,26,26.0,26,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1966333,29.6238888]}"
39,21FLKWAT-FLA-MEDFORD-2,26,26.0,26,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.1966333,29.6238888]}"
40,21FLKWAT-FLA-NANTUCKET-1,98,96.0,26,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.19525,29.6254]}"
41,21FLKWAT-FLA-NANTUCKET-2,98,96.0,26,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.19525,29.6254]}"
42,21FLKWAT-FLA-NANTUCKET-3,98,96.0,26,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.19525,29.6254]}"
43,21FLKWAT-FLA-PARKVIEW-1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2455555,29.5505555]}"
44,21FLKWAT-FLA-PARKVIEW-2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2455555,29.5505555]}"
45,21FLKWAT-FLA-PARKVIEW-3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.2455555,29.5505555]}"
