system:index,SiteID,max,med,min,.geo
0,lagos-35112,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.929194,47.060039]}"
1,lagos-35113,27,16.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.797064,46.737957]}"
2,lagos-35114,20,20.0,20,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.83481,47.040194]}"
3,lagos-35115,80,43.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.890725,38.848996]}"
4,lagos-35116,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.005153,45.995375]}"
5,lagos-35117,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.158299,46.196969]}"
6,lagos-35118,65,58.0,14,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.663938,46.396191]}"
7,lagos-35119,88,82.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.24357,45.322266]}"
8,lagos-35120,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.803667,46.082324]}"
9,lagos-35121,90,86.99999999999999,40,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.295453,45.356513]}"
10,lagos-35122,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.834245,45.785999]}"
11,lagos-35123,77,61.0,15,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.518158,45.348626]}"
12,lagos-35124,71,58.0,51,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.101259,45.284847]}"
13,lagos-35125,94,89.00000000000001,14,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.253957,45.489599]}"
14,lagos-35126,14,14.0,14,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.096525,44.722513]}"
15,lagos-35127,24,19.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-69.949904,44.761091]}"
16,lagos-35128,72,64.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.08847,44.524204]}"
17,lagos-35129,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.602247,45.565508]}"
18,lagos-35130,80,51.5,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.046666,45.515714]}"
19,lagos-35131,87,85.0,85,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.542694,44.549162]}"
20,lagos-35132,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.35265,44.367647]}"
21,lagos-35133,91,70.0,15,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-67.892071,44.912698]}"
22,lagos-35134,34,12.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-67.916623,44.722154]}"
23,lagos-35135,76,30.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.083888,43.691891]}"
24,lagos-35136,33,20.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.904382,43.603098]}"
25,lagos-35137,3,3.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.819753,43.047382]}"
26,lagos-35138,80,48.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.6954,43.199401]}"
27,lagos-35139,30,11.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.21566,43.001708]}"
28,lagos-35140,39,18.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.780273,43.682737]}"
29,lagos-35141,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.813881,43.480932]}"
30,lagos-35142,77,42.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.6787,43.977996]}"
31,lagos-35143,75,42.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-68.989515,45.838253]}"
32,lagos-35144,94,91.99999999999996,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.740682,42.573836]}"
33,lagos-35145,86,81.00000000000001,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.921966,42.383429]}"
34,lagos-35146,37,21.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.01328,42.858519]}"
35,lagos-35147,20,7.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.771266,42.898962]}"
36,lagos-35148,85,52.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.343437,42.47006]}"
37,lagos-35149,29,17.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.759499,43.401336]}"
38,lagos-35150,84,53.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.428681,43.088705]}"
39,lagos-35151,22,10.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.035981,42.884699]}"
40,lagos-35152,61,42.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.889378,42.361167]}"
41,lagos-35153,86,49.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.376006,41.329067]}"
42,lagos-35154,62,24.0,8,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.217979,43.167572]}"
43,lagos-35155,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.223066,43.122455]}"
44,lagos-35156,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.493673,42.985827]}"
45,lagos-35157,53,37.0,24,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.670267,43.947835]}"
46,lagos-35158,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.811851,43.371018]}"
47,lagos-35159,69,41.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-73.113976,42.053179]}"
48,lagos-35160,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.823752,42.102]}"
49,lagos-35161,47,22.0,8,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.532443,44.600993]}"
50,lagos-35162,59,40.0,27,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.99445,42.064803]}"
51,lagos-35163,17,12.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.104475,43.647524]}"
52,lagos-35164,13,13.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.268947,43.220421]}"
53,lagos-35165,18,13.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.791684,42.474831]}"
54,lagos-35166,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.423712,42.739679]}"
55,lagos-35167,61,46.0,23,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.89534,43.233618]}"
56,lagos-35168,22,14.5,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.989498,42.283078]}"
57,lagos-35169,33,16.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.953132,43.11143]}"
58,lagos-35170,97,94.99999999999999,93,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.045432,42.199338]}"
59,lagos-35171,92,76.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.57631,41.81934]}"
60,lagos-35172,80,51.0,20,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.421543,41.962438]}"
61,lagos-35173,97,87.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.136483,41.756827]}"
62,lagos-35174,46,11.0,8,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.576226,41.888743]}"
63,lagos-35175,33,19.0,8,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.564286,41.900838]}"
64,lagos-35176,94,49.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.738382,41.956428]}"
65,lagos-35177,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.083729,42.344533]}"
66,lagos-35178,90,83.0,18,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.706477,42.607413]}"
67,lagos-35179,34,17.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.763488,41.753677]}"
68,lagos-35180,35,23.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.310421,42.401619]}"
69,lagos-35181,76,38.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.964598,42.668325]}"
70,lagos-35182,31,27.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.655261,41.966681]}"
71,lagos-35183,72,46.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.625869,41.592337]}"
72,lagos-35184,89,30.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.414608,41.784914]}"
73,lagos-35185,62,40.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.842283,42.177427]}"
74,lagos-35186,92,63.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.591457,41.754634]}"
75,lagos-35187,97,93.0,33,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.238673,41.664915]}"
76,lagos-35188,43,30.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-71.413465,42.070146]}"
77,lagos-35189,20,13.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-70.116752,42.052242]}"
78,lagos-35190,81,48.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-73.170887,41.24099]}"
79,lagos-35191,78,38.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-72.36321,41.859393]}"
