system:index,SiteID,max,med,min,.geo
0,21FLPCSW-ST1144000426400,99,98.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.77,28.25]}"
1,21FLPCSW-ST1144000426500,99,98.99999999999999,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.77,28.27]}"
2,21FLPCSW-ST1144000426600,99,97.99999999999996,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.75,28.27]}"
3,21FLPCSW-ST1145000423900,100,99.00000000000001,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.708333,28.725]}"
4,21FLPCSW-ST1145000424000,99,99.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.675,28.7583333]}"
5,21FLPCSW-ST1145000424100,98,80.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.658333,28.795]}"
6,21FLPCSW-ST1145000424200,99,92.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.675,28.725]}"
7,21FLPCSW-ST1145000427100,99,98.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.741666,28.7583333]}"
8,21FLPCSW-ST1145000427200,100,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.708333,28.7583333]}"
9,21FLPCSW-ST1145000427300,100,97.99999999999997,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.741666,28.7916666]}"
10,21FLPCSW-ST1145000427400,100,99.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.708333,28.7916666]}"
11,21FLPCSW-ST1145000427500,99,99.0,79,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.741666,28.825]}"
12,21FLPCSW-ST1146000424300,97,28.000000000000004,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.708333,28.8583333]}"
13,21FLPCSW-ST1146000424400,99,68.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.675,28.8916666]}"
14,21FLPCSW-ST1146000424500,80,16.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.675,28.925]}"
15,21FLPCSW-ST1146000424600,98,42.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.658333,28.8416666]}"
16,21FLPCSW-ST1146000428900,99,98.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.741666,28.8583333]}"
17,21FLPCSW-ST1146000429000,99,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.741666,28.8916666]}"
18,21FLPCSW-ST1146000429100,100,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.708333,28.8916666]}"
19,21FLPCSW-ST1146000429200,99,99.0,97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.708333,28.925]}"
20,21FLPCSW-ST1146000431800,100,99.0,98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.741666,28.925]}"
21,21FLPCSW-ST1147000424700,97,95.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.620166,28.7051666]}"
