system:index,SiteID,max,med,min,.geo
0,WIDNR_WQX-10001551,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.29,46.36]}"
1,WIDNR_WQX-10001552,86,78.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.19,46.29]}"
2,WIDNR_WQX-10001553,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.25,46.24]}"
3,WIDNR_WQX-10001554,89,81.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.37,46.51]}"
4,WIDNR_WQX-10001555,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.31,46.41]}"
5,WIDNR_WQX-10001556,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.27,46.41]}"
6,WIDNR_WQX-10001557,7,7.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.31,46.47]}"
7,WIDNR_WQX-10001558,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.27,46.43]}"
8,WIDNR_WQX-10001559,71,34.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.96,46.36]}"
9,WIDNR_WQX-10001560,45,22.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.21,46.39]}"
10,WIDNR_WQX-10001561,68,59.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.29,46.53]}"
11,WIDNR_WQX-10001562,26,11.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.26,46.37]}"
12,WIDNR_WQX-10001563,76,66.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.41,46.5]}"
13,WIDNR_WQX-10001564,3,3.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.35,46.47]}"
14,WIDNR_WQX-10001565,88,77.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.37,46.52]}"
15,WIDNR_WQX-10001566,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.27,46.39]}"
16,WIDNR_WQX-10001567,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.16,46.27]}"
17,WIDNR_WQX-10001568,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.23,46.29]}"
18,WIDNR_WQX-10001569,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.32,46.51]}"
19,WIDNR_WQX-10001570,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.24,46.49]}"
