system:index,SiteID,max,med,min,.geo
0,lagos-30112,78,73.0,17,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.736266,41.394191]}"
1,lagos-30113,63,25.5,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-76.183854,41.875876]}"
2,lagos-30114,74,56.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.647671,41.635927]}"
3,lagos-30115,65,56.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.971527,41.427571]}"
4,lagos-30116,50,26.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.836602,41.639289]}"
5,lagos-30117,80,74.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.172757,42.516166]}"
6,lagos-30118,44,30.0,11,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.529433,42.432724]}"
7,lagos-30119,47,34.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.663017,41.604396]}"
8,lagos-30120,21,15.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-75.163341,42.140516]}"
9,lagos-30121,85,81.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-77.449076,39.941925]}"
10,lagos-30122,89,86.00000000000001,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-77.306517,39.414348]}"
11,lagos-30123,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-78.673553,39.186703]}"
12,lagos-30124,49,43.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-77.449052,39.921761]}"
13,lagos-30125,75,61.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.631443,47.454406]}"
14,lagos-30126,92,80.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.812414,47.823752]}"
15,lagos-30127,6,6.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.208129,47.166904]}"
16,lagos-30128,91,80.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.231862,47.733571]}"
17,lagos-30129,70,40.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.328913,46.58618]}"
18,lagos-30130,75,65.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.616614,46.272722]}"
19,lagos-30131,92,88.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.058201,48.074931]}"
20,lagos-30132,98,94.00000000000001,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.460887,47.479718]}"
21,lagos-30133,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.269923,46.345159]}"
22,lagos-30134,63,49.0,20,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.727345,46.83582]}"
23,lagos-30135,95,58.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.135647,47.015863]}"
24,lagos-30136,77,54.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.594397,46.814006]}"
25,lagos-30137,19,16.0,15,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.618097,47.839359]}"
26,lagos-30138,87,80.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.289595,48.026465]}"
27,lagos-30139,43,12.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.166472,46.302555]}"
28,lagos-30140,89,80.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.519675,47.999762]}"
29,lagos-30141,87,63.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.812056,47.819387]}"
30,lagos-30142,61,18.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.484184,46.276962]}"
31,lagos-30143,16,7.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.645951,46.443584]}"
32,lagos-30144,92,85.0,15,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.441592,47.990199]}"
33,lagos-30145,97,94.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.209435,47.733018]}"
34,lagos-30146,65,20.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.451055,46.622149]}"
35,lagos-30147,91,82.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.591028,47.379074]}"
36,lagos-30148,92,85.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-90.263155,48.068234]}"
37,lagos-30149,58,26.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-91.43405,47.281311]}"
38,lagos-30150,91,83.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-92.27552,47.290834]}"
39,lagos-30151,25,15.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.028874,46.232018]}"
40,lagos-30152,60,25.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.396956,46.177323]}"
41,lagos-30153,34,9.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.877096,46.372132]}"
42,lagos-30154,27,12.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.349667,46.368644]}"
43,lagos-30155,83,39.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.559127,46.647123]}"
44,lagos-30156,29,5.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.245369,46.49461]}"
45,lagos-30157,4,3.5,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.044618,46.27483]}"
46,lagos-30158,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.539605,46.758567]}"
47,lagos-30159,81,50.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.291766,46.584964]}"
48,lagos-30160,14,14.0,14,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.345195,46.265692]}"
49,lagos-30161,50,24.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.833945,46.822866]}"
50,lagos-30162,73,59.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.791136,46.497741]}"
51,lagos-30163,83,22.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.363942,46.629717]}"
52,lagos-30164,42,17.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.875986,46.392048]}"
53,lagos-30165,67,46.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.731621,46.249699]}"
54,lagos-30166,65,35.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.780474,46.544161]}"
55,lagos-30167,65,40.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.959129,46.469928]}"
56,lagos-30168,71,25.5,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.756079,46.262415]}"
57,lagos-30169,84,79.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.645436,46.358919]}"
58,lagos-30170,65,38.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.217589,46.376848]}"
59,lagos-30171,94,91.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.504192,46.221475]}"
60,lagos-30172,96,92.99999999999997,91,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.348864,46.206405]}"
61,lagos-30173,57,14.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.197191,45.380424]}"
62,lagos-30174,83,58.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.048894,46.102919]}"
63,lagos-30175,32,8.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.653557,45.831649]}"
64,lagos-30176,92,87.0,8,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.714664,44.351762]}"
65,lagos-30177,73,46.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.375994,46.146872]}"
66,lagos-30178,85,46.5,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.669375,44.65915]}"
67,lagos-30179,65,16.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.284936,46.122406]}"
68,lagos-30180,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.744169,45.364518]}"
69,lagos-30181,65,38.0,11,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.059132,44.522327]}"
70,lagos-30182,7,5.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.559083,46.03123]}"
71,lagos-30183,70,42.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.649178,45.931251]}"
72,lagos-30184,82,77.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.872431,46.548332]}"
73,lagos-30185,50,19.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.577678,46.049344]}"
74,lagos-30186,54,20.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.983733,43.958936]}"
75,lagos-30187,68,22.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.103647,44.349437]}"
76,lagos-30188,70,57.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.932062,45.35038]}"
77,lagos-30189,67,55.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.19145,45.02956]}"
78,lagos-30190,27,20.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.172153,46.590786]}"
79,lagos-30191,94,89.99999999999999,70,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.579511,46.462918]}"
80,lagos-30192,62,27.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.027893,45.333446]}"
81,lagos-30193,13,3.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.394105,46.376879]}"
82,lagos-30194,78,67.0,10,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.622702,46.268913]}"
83,lagos-30195,70,41.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-88.220521,43.597618]}"
84,lagos-30196,90,84.5,49,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.112766,41.608794]}"
85,lagos-30197,98,93.00000000000001,52,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.503639,41.666483]}"
86,lagos-30198,17,6.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.286936,43.199679]}"
87,lagos-30199,45,18.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.442483,42.733402]}"
88,lagos-30200,66,46.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.451063,42.161652]}"
89,lagos-30201,89,82.0,9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.166788,43.302439]}"
90,lagos-30202,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.413255,43.140891]}"
91,lagos-30203,65,22.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.52744,42.443526]}"
92,lagos-30204,76,25.0,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.798181,42.993591]}"
93,lagos-30205,41,28.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.478728,42.450932]}"
94,lagos-30206,8,7.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.717687,41.65338]}"
95,lagos-30207,89,81.0,18,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.125549,41.729492]}"
96,lagos-30208,66,36.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.593269,42.730949]}"
97,lagos-30209,78,40.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.28592,42.768527]}"
98,lagos-30210,18,11.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.899249,42.185961]}"
99,lagos-30211,91,55.5,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.006442,41.641815]}"
100,lagos-30212,50,40.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.313684,42.427285]}"
101,lagos-30213,22,17.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.481511,43.148171]}"
102,lagos-30214,71,57.5,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.640799,42.156529]}"
103,lagos-30215,22,15.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.929906,42.305775]}"
104,lagos-30216,73,54.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.040534,42.451806]}"
105,lagos-30217,60,23.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.23385,42.237211]}"
106,lagos-30218,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.213988,41.665607]}"
107,lagos-30219,34,24.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.056217,42.110554]}"
108,lagos-30220,45,27.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.022801,41.528499]}"
109,lagos-30221,89,74.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.904585,41.984917]}"
110,lagos-30222,47,29.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.559253,42.166449]}"
111,lagos-30223,29,22.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.062884,41.79131]}"
112,lagos-30224,45,15.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.62239,42.631011]}"
113,lagos-30225,63,39.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.301119,42.299399]}"
114,lagos-30226,88,80.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.81218,41.976043]}"
115,lagos-30227,94,90.00000000000001,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.050744,41.778977]}"
116,lagos-30228,95,91.99999999999999,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.809712,42.68588]}"
