system:index,SiteID,max,med,min,.geo
0,21KY_WQX-DOW03008027,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.15872,37.67108]}"
1,21KY_WQX-DOW03011001,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.1475,37.2153]}"
2,21KY_WQX-DOW03011002,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.09163,37.24757]}"
3,21KY_WQX-DOW03011003,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.04406,37.2121]}"
4,21KY_WQX-DOW03011004,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.15729,37.14993]}"
5,21KY_WQX-DOW03011006,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.11259,37.16286]}"
6,21KY_WQX-DOW03011007,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.09751,37.15656]}"
7,21KY_WQX-DOW03011008,,5.0,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.11128,37.12854]}"
8,21KY_WQX-DOW03011009,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.05338,37.23228]}"
9,21KY_WQX-DOW03011011,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.10883,37.22409]}"
10,21KY_WQX-DOW03011012,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.13879,37.20222]}"
11,21KY_WQX-DOW03011013,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.14854,37.21423]}"
12,21KY_WQX-DOW03011014,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.17342,37.2198]}"
13,21KY_WQX-DOW03011015,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.0601,37.17416]}"
14,21KY_WQX-DOW03011016,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.09112,37.15078]}"
15,21KY_WQX-DOW03011017,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.13493,37.12694]}"
16,21KY_WQX-DOW03011019,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.12669,37.10246]}"
17,21KY_WQX-DOW03011020,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.1571,37.14786]}"
18,21KY_WQX-DOW03011021,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.16434,37.16317]}"
19,21KY_WQX-DOW03011023,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.17216,37.12612]}"
20,21KY_WQX-DOW03011024,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.20348,37.13601]}"
21,21KY_WQX-DOW03011026,16,16.0,16,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.05717,37.22927]}"
22,21KY_WQX-DOW03011027,1,1.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.10563,37.20022]}"
23,21KY_WQX-DOW03011028,18,9.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.06784,37.24039]}"
24,21KY_WQX-DOW03011029,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.03188,37.19817]}"
25,21KY_WQX-DOW03011030,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.03843,37.22318]}"
26,21KY_WQX-DOW03012040,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.02424,37.10088]}"
27,21KY_WQX-DOW03012900,9,6.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.9006,37.1233]}"
28,21KY_WQX-DOW03013006,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.57626,37.29309]}"
29,21KY_WQX-DOW03016013,16,12.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.44986,37.18477]}"
30,21KY_WQX-DOW03017002,21,9.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.23306,36.91506]}"
31,21KY_WQX-DOW03017902,66,43.0,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.4306,37.0014]}"
32,21KY_WQX-DOW03018030,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.63174,36.99017]}"
33,21KY_WQX-DOW03019016,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.29022,36.74107]}"
34,21KY_WQX-DOW03019027,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.49747,36.65795]}"
35,21KY_WQX-DOW03019036,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.31487,36.78588]}"
36,21KY_WQX-DOW03020005,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.23571,36.792]}"
37,21KY_WQX-DOW03021003,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.7372,36.9389]}"
38,21KY_WQX-DOW03023005,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.35277,37.36438]}"
39,21KY_WQX-DOW03024016,34,23.0,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.88958,37.26583]}"
40,21KY_WQX-DOW03024020,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.71322,37.32472]}"
41,21KY_WQX-DOW03024038,21,11.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.43017,37.2362]}"
42,21KY_WQX-DOW03024045,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-87.30658,37.82772]}"
43,21KY_WQX-DOW03024046,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.55367,37.27304]}"
44,21KY_WQX-DOW03024047,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.5625,37.27528]}"
45,21KY_WQX-DOW03025019,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.0638,37.38891]}"
46,21KY_WQX-DOW03026900,6,5.5,5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.03182,37.55483]}"
47,21KY_WQX-DOW03027020,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.90624,37.64655]}"
48,21KY_WQX-DOW03028004,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.80175,37.49371]}"
49,21KY_WQX-DOW03029005,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.52848,36.99512]}"
50,21KY_WQX-DOW03029014,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.6029,37.0963]}"
51,21KY_WQX-DOW03030005,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.40516,37.12291]}"
52,21KY_WQX-DOW03030008,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.43537,37.17016]}"
53,21KY_WQX-DOW03030022,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.23262,37.06317]}"
54,21KY_WQX-DOW03031036,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.98946,37.37386]}"
55,21KY_WQX-DOW04001001,16,11.5,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.26262,38.60703]}"
56,21KY_WQX-DOW04010028,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.68372,38.50536]}"
57,21KY_WQX-DOW04010500,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.685,38.491]}"
58,21KY_WQX-DOW04014024,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.8073,37.98737]}"
59,21KY_WQX-DOW04023002,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.1549,37.7439]}"
60,21KY_WQX-DOW04023008,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.19656,37.66061]}"
61,21KY_WQX-DOW04023009,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.21278,37.70792]}"
62,21KY_WQX-DOW04023010,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.19207,37.71556]}"
63,21KY_WQX-DOW04023011,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.18206,37.7099]}"
64,21KY_WQX-DOW04023012,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.17573,37.70825]}"
65,21KY_WQX-DOW04023013,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.16372,37.70648]}"
66,21KY_WQX-DOW04023014,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.16225,37.84628]}"
67,21KY_WQX-DOW04023015,,1.0,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.1679,37.84765]}"
68,21KY_WQX-DOW04023016,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.16351,37.84678]}"
69,21KY_WQX-DOW04054001,13,12.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.3583,37.11148]}"
70,21KY_WQX-DOW04055002,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.99397,37.07736]}"
71,21KY_WQX-DOW04055010,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.9966,37.0717]}"
72,21KY_WQX-DOW05016031,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.11081,38.26637]}"
73,21KY_WQX-DOW05016033,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.11714,38.24762]}"
74,21KY_WQX-DOW05016034,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.02685,38.21368]}"
75,21KY_WQX-DOW05016036,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.03128,38.17748]}"
76,21KY_WQX-DOW05016037,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.03114,38.17759]}"
77,21KY_WQX-DOW05016040,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.11141,38.24624]}"
78,21KY_WQX-DOW05017011,7,7.0,7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.27542,38.27538]}"
