system:index,SiteID,max,med,min,.geo
0,11NPSWRD-PIRO_LIM_LS-6,97,96.0,95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.2189167,46.6614444]}"
1,11NPSWRD-PIRO_LIM_LS-7,98,97.0,96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.1422222,46.6829722]}"
2,11NPSWRD-PIRO_LIM_LS-8,98,97.0,96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.9925278,46.6886944]}"
3,11NPSWRD-PIRO_LIM_MILA,91,58.0,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.5398611,46.4807778]}"
4,11NPSWRD-PIRO_LIM_MIRI,13,13.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.5398889,46.4873056]}"
5,11NPSWRD-PIRO_LIM_MORI,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.4795833,46.5208889]}"
6,11NPSWRD-PIRO_LIM_MURI,98,95.99999999999999,30,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.6178056,46.436]}"
7,11NPSWRD-PIRO_LIM_SPCR,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.4086389,46.5186389]}"
8,11NPSWRD-PIRO_LIM_SUCR,20,9.0,4,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.1783611,46.6380556]}"
9,11NPSWRD-PIRO_LIM_TACR,96,95.0,6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.6225833,46.4290833]}"
10,11NPSWRD-PIRO_LIM_TRLA,95,79.0,29,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.317,46.5876389]}"
11,11NPSWRD-PIRO_LIM_WACR,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-86.6265833,46.4161111]}"
12,11NPSWRD-PORE_ANIMA_A1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8616667,38.0435556]}"
13,11NPSWRD-PORE_ANIMA_AL1,86,49.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9402222,38.1264722]}"
14,11NPSWRD-PORE_ANIMA_AL2,96,90.0,12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9422778,38.1247778]}"
15,11NPSWRD-PORE_ANIMA_AL3,96,94.0,14,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9448056,38.1215556]}"
16,11NPSWRD-PORE_ANIMA_AL4,96,93.99999999999997,16,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9485,38.1203889]}"
17,11NPSWRD-PORE_ANIMA_AL5,96,94.99999999999997,82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9514722,38.1125]}"
18,11NPSWRD-PORE_ANIMA_B1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.86825,38.0490556]}"
19,11NPSWRD-PORE_ANIMA_G1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8870278,38.0557778]}"
20,11NPSWRD-PORE_ANIMA_H1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9085,38.0788056]}"
21,11NPSWRD-PORE_ANIMA_H2,24,24.0,18,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9051111,38.073]}"
22,11NPSWRD-PORE_ANIMA_K2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9388056,38.1520278]}"
23,11NPSWRD-PORE_ANIMA_M1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9351389,38.12725]}"
24,11NPSWRD-PORE_ANIMA_P1,96,93.0,41,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9635,38.1882778]}"
25,11NPSWRD-PORE_ANIMA_S1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9238333,38.1013611]}"
26,11NPSWRD-PORE_ANIMA_S2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9152222,38.0928889]}"
27,11NPSWRD-PORE_BMP_GALSG1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7982002,38.0560488]}"
28,11NPSWRD-PORE_BMP_GALSG2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7956147,38.0553233]}"
29,11NPSWRD-PORE_BMP_GALSG3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7956147,38.056955]}"
30,11NPSWRD-PORE_BMP_GIARE1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7237416,37.965895]}"
31,11NPSWRD-PORE_BMP_GIARE2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7219563,37.9683694]}"
32,11NPSWRD-PORE_BMP_LUPRR1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7491608,38.00012]}"
33,11NPSWRD-PORE_BMP_LUPRR2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7460616,38.0003836]}"
34,11NPSWRD-PORE_BMP_ROGHC1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7881163,38.0507405]}"
35,11NPSWRD-PORE_BMP_ROGHC2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7935058,38.04927]}"
36,11NPSWRD-PORE_BMP_STESG1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7714033,38.0190472]}"
37,11NPSWRD-PORE_BMP_STESG2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7713463,38.018993]}"
38,11NPSWRD-PORE_BMP_STESG3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7698752,38.0194947]}"
39,11NPSWRD-PORE_BMP_TRUHC1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7829533,38.0352291]}"
40,11NPSWRD-PORE_BMP_TRUHC2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7817552,38.0357675]}"
41,11NPSWRD-PORE_BMP_TRURR1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7792688,38.0289402]}"
42,11NPSWRD-PORE_BMP_TRURR2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7786766,38.02884]}"
43,11NPSWRD-PORE_BMP_TRURR3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7784833,38.0286683]}"
44,11NPSWRD-PORE_MMWD_ABB1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9363333,38.1271111]}"
45,11NPSWRD-PORE_MMWD_DBY3,,49.0,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9848611,37.9968611]}"
46,11NPSWRD-PORE_MMWD_DES2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9163056,38.0928056]}"
47,11NPSWRD-PORE_MMWD_DES4,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8683333,38.0505556]}"
48,11NPSWRD-PORE_MMWD_LAG1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7897778,38.0419444]}"
49,11NPSWRD-PORE_MMWD_OLM1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7539167,37.9951944]}"
50,11NPSWRD-PORE_MMWD_OLM2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.7556111,37.999]}"
51,11NPSWRD-PORE_MMWD_PAC1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9388611,38.15225]}"
52,11NPSWRD-PORE_MMWD_PAC2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9388889,38.1515]}"
53,11NPSWRD-PORE_WQ_ABB1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9362318,38.1271621]}"
54,11NPSWRD-PORE_WQ_ABB2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9385786,38.1312461]}"
55,11NPSWRD-PORE_WQ_DBY3,95,74.0,36,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9841004,37.9971326]}"
56,11NPSWRD-PORE_WQ_DES1,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9566254,38.0806296]}"
57,11NPSWRD-PORE_WQ_DES2,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9162813,38.0928381]}"
58,11NPSWRD-PORE_WQ_DES3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9072764,38.0713089]}"
59,11NPSWRD-PORE_WQ_DES4,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8671789,38.0525869]}"
60,11NPSWRD-PORE_WQ_DES5,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8581349,38.0436266]}"
61,11NPSWRD-PORE_WQ_HOR1,98,70.0,13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9491563,38.0318313]}"
62,11NPSWRD-PORE_WQ_HOR3,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9535954,38.0395751]}"
63,11NPSWRD-PORE_WQ_HOR4,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.9568568,38.0361335]}"
64,11NPSWRD-PORE_WQ_OLM10,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8035755,38.0577973]}"
65,11NPSWRD-PORE_WQ_OLM10A,,,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-122.8030843,38.0582021]}"
